"スキル項目コード","専門分野コード"
"S230020080","HF-030-060"
"S230020080","HF-040-010"
"S230020080","HF-040-020"
"S230020080","HF-040-030"
"S230020080","HN-020-030"
"S230020080","HN-030-030"
"S230020080","HP-010-060"
"S230020080","HP-010-090"
"S230020080","HP-010-100"
"S230020090","HI-060-010"
"S230020090","HI-060-020"
"S230020090","HI-060-030"
"S230020090","HI-060-040"
"S230020090","HI-060-050"
"S230020090","HI-060-060"
"S230020090","HI-070-010"
"S230020090","HI-100-010"
"S230020090","HE-070-010"
"S230020090","HE-080-010"
"S230020090","HF-010-050"
"S230020090","HF-020-030"
"S230020090","HF-030-030"
"S230020090","HF-030-040"
"S230020090","HF-030-060"
"S230020090","HF-040-010"
"S230020090","HF-040-020"
"S230020090","HF-040-030"
"S230020090","HN-020-030"
"S230020090","HN-030-030"
"S230020090","HP-010-060"
"S230020090","HP-010-090"
"S230030010","HI-060-010"
"S230030010","HI-060-020"
"S230030010","HI-060-030"
"S230030010","HI-060-040"
"S230030010","HI-060-050"
"S230030010","HI-060-060"
"S230030010","HI-070-010"
"S230030010","HI-100-010"
"S230030010","HU-080-010"
"S230030010","HE-070-020"
"S230030010","HE-080-010"
"S230030010","HF-010-050"
"S230030010","HF-020-030"
"S230030010","HF-030-030"
"S230030010","HF-030-040"
"S230030010","HF-030-060"
"S230030010","HF-040-010"
"S230030010","HF-040-020"
"S230030010","HF-040-030"
"S230030010","HN-020-030"
"S230030010","HP-010-030"
"S230030010","HP-010-090"
"S230030020","HI-060-010"
"S230030020","HI-060-020"
"S230030020","HI-060-030"
"S230030020","HI-060-040"
"S230030020","HI-060-050"
"S230030020","HI-060-060"
"S230030020","HI-070-010"
"S230030020","HI-100-010"
"S230030020","HU-080-010"
"S230030020","HE-070-020"
"S230030020","HE-080-010"
"S230030020","HF-010-050"
"S230030020","HF-020-030"
"S230030020","HF-030-030"
"S230030020","HF-030-040"
"S230030020","HF-030-060"
"S230030020","HF-040-010"
"S230030020","HF-040-020"
"S230030020","HF-040-030"
"S230030020","HN-020-030"
"S230030020","HP-010-030"
"S230030020","HP-010-090"
"S230030030","HI-060-010"
"S230030030","HI-060-020"
"S230030030","HI-060-030"
"S230030030","HI-060-040"
"S230030030","HI-060-050"
"S230030030","HI-060-060"
"S230030030","HI-070-010"
"S230030030","HI-100-010"
"S230030030","HU-080-010"
"S230030030","HE-070-020"
"S230030030","HE-080-010"
"S230030030","HF-010-050"
"S230030030","HF-020-030"
"S230030030","HF-030-030"
"S230030030","HF-030-040"
"S230030030","HF-030-060"
"S230030030","HF-040-010"
"S230030030","HF-040-020"
"S230030030","HF-040-030"
"S230030030","HN-020-030"
"S230030030","HP-010-030"
"S230030030","HP-010-090"
"S230030040","HI-060-010"
"S230030040","HI-060-020"
"S230030040","HI-060-030"
"S230030040","HI-060-040"
"S230030040","HI-060-050"
"S230030040","HI-060-060"
"S230030040","HI-070-010"
"S230030040","HI-100-010"
"S230030040","HU-080-010"
"S230030040","HE-070-020"
"S230030040","HE-080-010"
"S230030040","HF-010-050"
"S230030040","HF-020-030"
"S230030040","HF-030-030"
"S230030040","HF-030-040"
"S230030040","HF-030-060"
"S230030040","HF-040-010"
"S230030040","HF-040-020"
"S230030040","HF-040-030"
"S230030040","HN-020-030"
"S230030040","HP-010-030"
"S230030040","HP-010-090"
"S230030050","HI-060-010"
"S230030050","HI-060-020"
"S230030050","HI-060-030"
"S230030050","HI-060-040"
"S230030050","HI-060-050"
"S230030050","HI-060-060"
"S230030050","HI-070-010"
"S230030050","HI-100-010"
"S230030050","HU-070-010"
"S230030050","HU-080-010"
"S230030050","HU-090-010"
"S230030050","HE-070-010"
"S230030050","HE-080-010"
"S230030050","HF-010-050"
"S230030050","HF-020-030"
"S230030050","HF-020-050"
"S230030050","HF-030-030"
"S230030050","HF-030-040"
"S230030050","HF-030-060"
"S230030050","HF-040-010"
"S230030050","HF-040-020"
"S230030050","HF-040-030"
"S230030050","HN-010-030"
"S230030050","HN-020-030"
"S230030050","HN-030-030"
"S230030050","HP-010-030"
"S230030050","HP-010-060"
"S230030050","HP-010-090"
"S230030060","HI-070-010"
"S230030060","HI-090-030"
"S230030060","HU-070-010"
"S230030060","HE-020-010"
"S230030060","HE-020-020"
"S230030060","HE-040-010"
"S230030060","HE-050-010"
"S230030060","HE-060-010"
"S230030060","HS-040-010"
"S230030060","HF-020-030"
"S230030060","HF-030-030"
"S230030060","HF-040-010"
"S230030060","HN-010-030"
"S230030060","HP-010-020"
"S230030060","HP-010-030"
"S230030070","HI-060-050"
"S230030070","HI-070-010"
"S230030070","HI-090-010"
"S230030070","HI-090-020"
"S230030070","HI-090-030"
"S230030070","HI-100-010"
"S230030070","HU-070-010"
"S230030070","HE-020-010"
"S230030070","HE-020-020"
"S230030070","HE-040-010"
"S230030070","HE-050-010"
"S230030070","HE-060-010"
"S230030070","HE-070-020"
"S230030070","HE-080-010"
"S230030070","HS-040-010"
"S230030070","HF-010-050"
"S230030070","HF-020-030"
"S230030070","HF-020-050"
"S230030070","HF-030-030"
"S230030070","HF-030-060"
"S230030070","HF-040-010"
"S230030070","HF-040-030"
"S230030070","HN-010-030"
"S230030070","HP-010-020"
"S230030070","HP-010-030"
"S230030080","HI-060-010"
"S230030080","HI-060-020"
"S230030080","HI-060-030"
"S230030080","HI-060-040"
"S230030080","HI-060-050"
"S230030080","HI-060-060"
"S230030080","HI-070-010"
"S230030080","HI-090-010"
"S230030080","HI-090-020"
"S230030080","HI-100-010"
"S230030080","HU-070-010"
"S230030080","HU-090-010"
"S230030080","HE-020-010"
"S230030080","HE-020-020"
"S230030080","HE-040-010"
"S230030080","HE-050-010"
"S230030080","HE-060-010"
"S230030080","HE-070-010"
"S230030080","HE-070-020"
"S230030080","HE-080-010"
"S230030080","HS-030-030"
"S230030080","HS-040-010"
"S230030080","HS-050-010"
"S230030080","HF-010-050"
"S230030080","HF-020-030"
"S230030080","HF-020-050"
"S230030080","HF-030-030"
"S230030080","HF-030-040"
"S230030080","HF-030-060"
"S230030080","HF-040-010"
"S230030080","HF-040-020"
"S230030080","HF-040-030"
"S230030080","HN-010-030"
"S230030080","HN-020-030"
"S230030080","HN-030-030"
"S230030080","HP-010-020"
"S230030080","HP-010-030"
"S230030080","HP-010-050"
"S230030080","HP-010-060"
"S230030080","HP-010-090"
"S230030080","HP-010-100"
"S230030090","HI-040-010"
"S230030090","HI-090-010"
"S230030090","HI-090-020"
"S230030090","HI-100-010"
"S230030090","HU-040-010"
"S230030090","HU-090-010"
"S230030090","HF-020-020"
"S230030090","HF-030-020"
"S230030090","HF-030-040"
"S230030090","HF-040-020"
"S230030090","HN-010-030"
"S230030090","HP-010-020"
"S230030090","HP-010-030"
"S230030100","HI-060-010"
"S230030100","HI-060-020"
"S230030100","HI-060-030"
"S230030100","HI-060-040"
"S230030100","HI-060-050"
"S230030100","HI-060-060"
"S230030100","HI-070-010"
"S230030100","HI-090-010"
"S230030100","HI-090-020"
"S230030100","HI-090-030"
"S230030100","HI-100-010"
"S230030100","HU-070-010"
"S230030100","HU-080-010"
"S230030100","HU-090-010"
"S230030100","HE-020-010"
"S230030100","HE-020-020"
"S230030100","HE-040-010"
"S230030100","HE-050-010"
"S230030100","HE-060-010"
"S230030100","HE-070-010"
"S230030100","HE-080-010"
"S230030100","HS-030-030"
"S230030100","HS-040-010"
"S230030100","HS-050-010"
"S230030100","HF-010-050"
"S230030100","HF-020-030"
"S230030100","HF-030-030"
"S230030100","HF-030-040"
"S230030100","HF-030-060"
"S230030100","HF-040-010"
"S230030100","HF-040-020"
"S230030100","HF-040-030"
"S230030100","HN-010-030"
"S230030100","HN-020-030"
"S230030100","HN-030-030"
"S230030100","HP-010-020"
"S230030100","HP-010-030"
"S230030100","HP-010-050"
"S230030100","HP-010-060"
"S230030100","HP-010-090"
"S230030100","HP-010-100"
"S230030110","HI-060-010"
"S230030110","HI-060-020"
"S230030110","HI-060-030"
"S230030110","HI-060-040"
"S230030110","HI-060-050"
"S230030110","HI-060-060"
"S230030110","HI-070-010"
"S230030110","HI-090-010"
"S230030110","HI-090-020"
"S230030110","HI-100-010"
"S230030110","HU-070-010"
"S230030110","HU-080-010"
"S230030110","HU-090-010"
"S230030110","HE-020-010"
"S230030110","HE-020-020"
"S230030110","HE-040-010"
"S230030110","HE-050-010"
"S230030110","HE-060-010"
"S230030110","HE-070-010"
"S230030110","HE-070-020"
"S230030110","HE-080-010"
"S230030110","HS-030-030"
"S230030110","HS-040-010"
"S230030110","HS-050-010"
"S230030110","HF-010-050"
"S230030110","HF-020-030"
"S230030110","HF-020-050"
"S230030110","HF-030-030"
"S230030110","HF-030-040"
"S230030110","HF-030-060"
"S230030110","HF-040-010"
"S230030110","HF-040-020"
"S230030110","HF-040-030"
"S230030110","HN-010-030"
"S230030110","HN-020-030"
"S230030110","HN-030-030"
"S230030110","HP-010-020"
"S230030110","HP-010-030"
"S230030110","HP-010-050"
"S230030110","HP-010-060"
"S230030110","HP-010-090"
"S230030110","HP-010-100"
"S230030120","HI-060-010"
"S230030120","HI-060-020"
"S230030120","HI-060-030"
"S230030120","HI-060-040"
"S230030120","HI-060-050"
"S230030120","HI-060-060"
"S230030120","HI-070-010"
"S230030120","HI-090-010"
"S230030120","HI-090-020"
"S230030120","HI-090-030"
"S230030120","HI-100-010"
"S230030120","HU-070-010"
"S230030120","HU-080-010"
"S230030120","HU-090-010"
"S230030120","HE-020-010"
"S230030120","HE-020-020"
"S230030120","HE-040-010"
"S230030120","HE-050-010"
"S230030120","HE-060-010"
"S230030120","HE-070-020"
"S230030120","HE-080-010"
"S230030120","HS-040-010"
"S230030120","HF-010-050"
"S230030120","HF-020-030"
"S230030120","HF-030-030"
"S230030120","HF-030-040"
"S230030120","HF-030-060"
"S230030120","HF-040-010"
"S230030120","HF-040-020"
"S230030120","HF-040-030"
"S230030120","HN-010-030"
"S230030120","HN-020-030"
"S230030120","HP-010-020"
"S230030120","HP-010-030"
"S230030120","HP-010-060"
"S230030120","HP-010-090"
"S230030130","HI-060-010"
"S230030130","HI-060-020"
"S230030130","HI-060-030"
"S230030130","HI-060-040"
"S230030130","HI-060-050"
"S230030130","HI-060-060"
"S230030130","HI-070-010"
"S230030130","HI-100-010"
"S230030130","HU-090-010"
"S230030130","HE-070-010"
"S230030130","HE-070-020"
"S230030130","HE-080-010"
"S230030130","HF-010-050"
"S230030130","HF-020-050"
"S230030130","HF-030-040"
"S230030130","HF-030-060"
"S230030130","HF-040-020"
"S230030130","HF-040-030"
"S230030130","HN-010-030"
"S230030130","HN-020-030"
"S230030130","HN-030-030"
"S230030130","HP-010-030"
"S230030130","HP-010-090"
"S230030140","HI-060-010"
"S230030140","HI-060-020"
"S230030140","HI-060-030"
"S230030140","HI-060-040"
"S230030140","HI-060-050"
"S230030140","HI-060-060"
"S230030140","HI-070-010"
"S230030140","HI-090-010"
"S230030140","HI-090-020"
"S230030140","HI-090-030"
"S230030140","HI-100-010"
"S230030140","HU-070-010"
"S230030140","HU-080-010"
"S230030140","HU-090-010"
"S230030140","HE-020-010"
"S230030140","HE-020-020"
"S230030140","HE-040-010"
"S230030140","HE-050-010"
"S230030140","HE-060-010"
"S230030140","HE-070-010"
"S230030140","HE-070-020"
"S230030140","HE-080-010"
"S230030140","HS-030-030"
"S230030140","HS-040-010"
"S230030140","HS-050-010"
"S230030140","HF-010-050"
"S230030140","HF-020-030"
"S230030140","HF-020-050"
"S230030140","HF-030-030"
"S230030140","HF-030-040"
"S230030140","HF-030-060"
"S230030140","HF-040-010"
"S230030140","HF-040-020"
"S230030140","HF-040-030"
"S230030140","HN-010-030"
"S230030140","HN-020-030"
"S230030140","HN-030-030"
"S230030140","HP-010-030"
"S230030140","HP-010-050"
"S230030140","HP-010-060"
"S230030140","HP-010-080"
"S230030140","HP-010-090"
"S230030140","HP-010-100"
"S230030150","HI-060-010"
"S230030150","HI-060-020"
"S230030150","HI-060-030"
"S230030150","HI-060-040"
"S230030150","HI-060-050"
"S230030150","HI-060-060"
"S230030150","HI-070-010"
"S230030150","HI-090-010"
"S230030150","HI-090-020"
"S230030150","HI-090-030"
"S230030150","HI-100-010"
"S230030150","HU-090-010"
"S230030150","HE-070-010"
"S230030150","HE-070-020"
"S230030150","HE-080-010"
"S230030150","HS-030-030"
"S230030150","HS-050-010"
"S230030150","HF-010-050"
"S230030150","HF-020-050"
"S230030150","HF-030-040"
"S230030150","HF-030-060"
"S230030150","HF-040-020"
"S230030150","HF-040-030"
"S230030150","HN-010-030"
"S230030150","HN-020-030"
"S230030150","HN-030-030"
"S230030150","HP-010-050"
"S230030150","HP-010-060"
"S230030150","HP-010-080"
"S230030150","HP-010-090"
"S230030150","HP-010-100"
"S230030160","HI-060-010"
"S230030160","HI-060-020"
"S230030160","HI-060-030"
"S230030160","HI-060-040"
"S230030160","HI-060-050"
"S230030160","HI-060-060"
"S230030160","HI-070-010"
"S230030160","HI-100-010"
"S230030160","HE-070-010"
"S230030160","HE-070-020"
"S230030160","HE-080-010"
"S230030160","HF-010-050"
"S230030160","HF-020-050"
"S230030160","HF-030-040"
"S230030160","HF-030-060"
"S230030160","HF-040-020"
"S230030160","HF-040-030"
"S230030160","HN-010-030"
"S230030160","HN-020-030"
"S230030160","HN-030-030"
"S230030160","HP-010-090"
"S230030170","HI-060-010"
"S230030170","HI-060-020"
"S230030170","HI-060-030"
"S230030170","HI-060-040"
"S230030170","HI-060-050"
"S230030170","HI-060-060"
"S230030170","HI-070-010"
"S230030170","HI-100-010"
"S230030170","HU-090-010"
"S230030170","HE-070-010"
"S230030170","HE-080-010"
"S230030170","HS-030-030"
"S230030170","HS-050-010"
"S230030170","HF-010-050"
"S230030170","HF-030-040"
"S230030170","HF-030-060"
"S230030170","HF-040-020"
"S230030170","HF-040-030"
"S230030170","HN-010-030"
"S230030170","HN-020-030"
"S230030170","HN-030-030"
"S230030170","HP-010-050"
"S230030170","HP-010-060"
"S230030170","HP-010-090"
"S230030170","HP-010-100"
"S230030180","HI-040-010"
"S230030180","HI-060-010"
"S230030180","HI-060-020"
"S230030180","HI-060-030"
"S230030180","HI-060-040"
"S230030180","HI-060-050"
"S230030180","HI-060-060"
"S230030180","HI-070-010"
"S230030180","HI-090-030"
"S230030180","HI-100-010"
"S230030180","HU-040-010"
"S230030180","HU-090-010"
"S230030180","HE-070-010"
"S230030180","HE-080-010"
"S230030180","HS-030-030"
"S230030180","HS-050-010"
"S230030180","HF-010-050"
"S230030180","HF-020-020"
"S230030180","HF-030-020"
"S230030180","HF-030-040"
"S230030180","HF-030-060"
"S230030180","HF-040-020"
"S230030180","HF-040-030"
"S230030180","HN-010-030"
"S230030180","HN-020-030"
"S230030180","HN-030-030"
"S230030180","HP-010-050"
"S230030180","HP-010-060"
"S230030180","HP-010-090"
"S230030180","HP-010-100"
"S230030190","HI-060-010"
"S230030190","HI-060-020"
"S230030190","HI-060-030"
"S230030190","HI-060-040"
"S230030190","HI-060-050"
"S230030190","HI-060-060"
"S230030190","HI-070-010"
"S230030190","HI-100-010"
"S230030190","HU-090-010"
"S230030190","HE-070-010"
"S230030190","HE-080-010"
"S230030190","HF-010-050"
"S230030190","HF-030-040"
"S230030190","HF-030-060"
"S230030190","HF-040-020"
"S230030190","HF-040-030"
"S230030190","HN-010-030"
"S230030190","HN-020-030"
"S230030190","HN-030-030"
"S230030190","HP-010-030"
"S230030190","HP-010-050"
"S230030190","HP-010-090"
"S230030200","HI-060-010"
"S230030200","HI-060-020"
"S230030200","HI-060-030"
"S230030200","HI-060-040"
"S230030200","HI-060-050"
"S230030200","HI-060-060"
"S230030200","HI-070-010"
"S230030200","HI-090-010"
"S230030200","HI-090-020"
"S230030200","HI-090-030"
"S230030200","HI-100-010"
"S230030200","HU-070-010"
"S230030200","HU-090-010"
"S230030200","HU-120-020"
"S230030200","HE-020-010"
"S230030200","HE-020-020"
"S230030200","HE-040-010"
"S230030200","HE-050-010"
"S230030200","HE-060-010"
"S230030200","HE-070-010"
"S230030200","HE-070-020"
"S230030200","HE-080-010"
"S230030200","HS-030-030"
"S230030200","HS-040-010"
"S230030200","HS-050-010"
"S230030200","HF-010-050"
"S230030200","HF-020-030"
"S230030200","HF-020-050"
"S230030200","HF-030-030"
"S230030200","HF-030-040"
"S230030200","HF-030-060"
"S230030200","HF-040-010"
"S230030200","HF-040-020"
"S230030200","HF-040-030"
"S230030200","HN-010-020"
"S230030200","HN-010-030"
"S230030200","HN-020-030"
"S230030200","HN-030-030"
"S230030200","HP-010-010"
"S230030200","HP-010-020"
"S230030200","HP-010-030"
"S230030200","HP-010-050"
"S230030200","HP-010-080"
"S230030200","HP-010-090"
"S230030200","HP-010-100"
"S230030200","HP-010-130"
"S230030210","HI-060-010"
"S230030210","HI-060-020"
"S230030210","HI-060-030"
"S230030210","HI-060-040"
"S230030210","HI-060-050"
"S230030210","HI-060-060"
"S230030210","HI-070-010"
"S230030210","HI-090-010"
"S230030210","HI-090-020"
"S230030210","HI-100-010"
"S230030210","HU-070-010"
"S230030210","HU-120-020"
"S230030210","HE-020-010"
"S230030210","HE-020-020"
"S230030210","HE-040-010"
"S230030210","HE-050-010"
"S230030210","HE-060-010"
"S230030210","HE-070-010"
"S230030210","HE-080-010"
"S230030210","HS-040-010"
"S230030210","HF-010-050"
"S230030210","HF-020-030"
"S230030210","HF-020-050"
"S230030210","HF-030-030"
"S230030210","HF-030-040"
"S230030210","HF-030-060"
"S230030210","HF-040-010"
"S230030210","HF-040-020"
"S230030210","HF-040-030"
"S230030210","HN-010-020"
"S230030210","HN-010-030"
"S230030210","HN-020-030"
"S230030210","HN-030-030"
"S230030210","HP-010-010"
"S230030210","HP-010-020"
"S230030210","HP-010-030"
"S230030210","HP-010-050"
"S230030210","HP-010-080"
"S230030210","HP-010-090"
"S230030210","HP-010-100"
"S230030210","HP-010-130"
"S230030220","HI-060-010"
"S230030220","HI-060-020"
"S230030220","HI-060-030"
"S230030220","HI-060-040"
"S230030220","HI-060-050"
"S230030220","HI-060-060"
"S230030220","HI-070-010"
"S230030220","HI-090-010"
"S230030220","HI-090-020"
"S230030220","HI-090-030"
"S230030220","HI-100-010"
"S230030220","HU-090-010"
"S230030220","HE-070-010"
"S230030220","HE-080-010"
"S230030220","HF-010-050"
"S230030220","HF-030-040"
"S230030220","HF-030-060"
"S230030220","HF-040-020"
"S230030220","HF-040-030"
"S230030220","HN-010-030"
"S230030220","HN-020-030"
"S230030220","HN-030-030"
"S230030220","HP-010-030"
"S230030220","HP-010-090"
"S230030230","HI-060-010"
"S230030230","HI-060-020"
"S230030230","HI-060-030"
"S230030230","HI-060-040"
"S230030230","HI-060-050"
"S230030230","HI-060-060"
"S230030230","HI-070-010"
"S230030230","HI-090-010"
"S230030230","HI-090-020"
"S230030230","HI-090-030"
"S230030230","HI-100-010"
"S230030230","HU-070-010"
"S230030230","HU-080-010"
"S230030230","HU-090-010"
"S230030230","HE-020-010"
"S230030230","HE-020-020"
"S230030230","HE-040-010"
"S230030230","HE-050-010"
"S230030230","HE-060-010"
"S230030230","HE-070-010"
"S230030230","HE-070-020"
"S230030230","HE-080-010"
"S230030230","HF-010-050"
"S230030230","HF-020-030"
"S230030230","HF-020-050"
"S230030230","HF-030-030"
"S230030230","HF-030-040"
"S230030230","HF-030-060"
"S230030230","HF-040-010"
"S230030230","HF-040-020"
"S230030230","HF-040-030"
"S230030230","HN-010-030"
"S230030230","HN-020-030"
"S230030230","HN-030-030"
"S230030230","HP-010-030"
"S230030230","HP-010-060"
"S230030230","HP-010-080"
"S230030230","HP-010-090"
"S230030240","HI-060-010"
"S230030240","HI-060-020"
"S230030240","HI-060-030"
"S230030240","HI-060-040"
"S230030240","HI-060-050"
"S230030240","HI-060-060"
"S230030240","HI-070-010"
"S230030240","HI-090-010"
"S230030240","HI-090-020"
"S230030240","HI-090-030"
"S230030240","HI-100-010"
"S230030240","HU-070-010"
"S230030240","HU-080-010"
"S230030240","HU-090-010"
"S230030240","HE-020-010"
"S230030240","HE-020-020"
"S230030240","HE-040-010"
"S230030240","HE-050-010"
"S230030240","HE-060-010"
"S230030240","HE-070-010"
"S230030240","HE-080-010"
"S230030240","HF-010-050"
"S230030240","HF-020-030"
"S230030240","HF-030-030"
"S230030240","HF-030-040"
"S230030240","HF-030-060"
"S230030240","HF-040-010"
"S230030240","HF-040-020"
"S230030240","HF-040-030"
